258018822945120256,"New Jersey Civil Rights Groups Appeal to Secretary Duncan URL via USER NCLB NJ USER USER",0,0,1,1,0,0
258186780656930816,"USER Sucks8 USER jealous",0,0,0,0,0,1
258214662024359936,"Stop and Frisk is a crime against humanity Police are to serve and protect not terrorize and assault USER USER NYPD",0,1,0,0,0,0
258217837464793089,"USER Reporter Graham Raymond Sean Felder rips CSC Security violating labor laws and racism at 750 million dollar venue",0,1,0,0,0,0
258229489174188032,"Great to see a volunteer program cultivating meaningful relationships URL baseball volunteer disability",1,0,0,0,0,0
258234522657771522,"Nothing inspires me more than volunteering what inspires you inspire volunteer childrensLA chla la community",1,0,0,0,0,0
258313535363379200,"Want to empower young women Volunteer to lead a resume workshop for PLENLaw URL prepare2lead law women HigherEd",0,0,0,1,0,0
258351512131084290,"USER What is your opinion on USER and USER not invited to tonight s debate debates fairness obama romney",0,1,0,0,0,0
258359093318787072,"USER Good luck That Colbert is a staunch Republican",0,0,0,0,0,1
258379965031149568,"Romney ideas are a travesty Obama ideas actually make sense USER",0,0,0,1,0,0
258381333720600576,"USER USER I agree He is being stern not angry or yelling",0,0,0,0,0,1
258381844481990656,"USER women s equal pay query in Presidents wheel house lilyledbbedder",0,1,0,0,0,0
258382883205574657,"People need to lay off USER speaking his opinion I mean weren t the republicans the ones for civil liberties freedom of speech",0,1,0,0,0,0
258383114806648832,"USER good patriot job repeating the party line talking points",0,0,1,0,0,0
258383299762847744,"Agreed USER Would Romney have supported the Equal Pay law that congress passed amp Obama signed He didn t answer that question",0,1,0,0,0,0
258383505749319681,"‰ÛÏ USER U say u are pro woman but do u support access to health care for women preventative care equal pay Obama good point ‰Û�",0,1,0,0,0,0
258383667993391104,"USER Would Romney have supported the Equal Pay law that congress passed amp Obama signed He didn t answer that question Nope",0,1,1,0,0,0
25838421282510028,"USER you are a fair man",0,1,0,0,0,0
258384262447890433,"Mitt is pro wherever USER U can say u are pro woman u support access to health care for women preventative care equal pay",0,1,0,0,0,0
258384614773624834,"USER USER USER obama will take away womens rights if re elected muslims look at women as dogs",0,1,0,0,0,0
258385156216352772,"USER Not just a good point a holistic view on how women s equality is bound up w income healthcare URL",0,1,0,0,0,0
258391506828791808,"USER she called him a liar hahahahahaha",0,1,0,0,0,0
258391752942166017,"‰ÛÏ USER Love that Candy just corrected Romney s mistake lt not a mistake an intentional misrepresentation Mitt has the transcript",0,0,0,1,0,0
258392033998290944,"USER that was lie not a mistake Ur too generous",0,1,0,0,0,0
258392332423024642,"‰ÛÏ USER Love that Candy just corrected Romney s mistake ‰Û� bossed him",0,0,0,1,0,0
258393008796487680,"USER USER He is soo lying damn Romney",0,1,0,1,0,0
258394850557308928,"USER states rights",0,1,0,0,0,0
258394875899297792,"USER Because Willard s a Frickin Lying Hypocrite",0,1,0,1,0,0
258394934753755137,"USER Preach your honor",0,0,0,0,0,0
258395521243312128,"USER as long there is no presumption of innocence for legal gun owners in NJ i will never trust dem pols in this state or MIAG",0,1,0,0,0,0
258398494727999489,"USER define fair",0,1,0,0,0,0
258398947385675776,"USER Merci Mr Booker I thank you n totally agree For no matter who wins I will always respect n support our President",0,0,0,1,0,0
258400767893987328,"USER USER More should always respect President sadly many adults over yrs r setting example of opposite",0,0,0,1,0,0
258406353456992257,"USER Like our favorite mayor USER always says democracy is not a spectator sport",0,0,0,0,0,0
258407152073461761,"USER Face it Obama lost Non Presidential Thug",0,0,0,1,0,0
258426981480288256,"USER Distortions of truth what are you smoking",0,1,0,0,0,0
258463595552206848,"Twitter king USER speaks truth on Colbert we live in a culture where sound bytes and half truths take the day",0,1,0,0,0,0
258557450515525632,"USER USER You gotta love Mayor Booker saying the racial deliciousness",0,0,0,1,0,0
258600790070030336,"USER USER Agreed Eloquent sincere informed charming sense of humor outspoken",0,0,0,0,0,1
258707020591534080,"Only 14 months till marriage Equality comes to NJ when USER is sworn in as next governor NJ4M",0,1,0,0,0,0
258738598692667392,"Another terrorist attack that didn t happen USER lauds security forces that scuttled Federal Reserve terror plot",1,0,0,0,0,0
258743339254427648,"USER USER love that guy",1,0,0,0,0,0
258772990697807874,"USER USER Mayor Booker is a def ly an impressive individual eloquent speaker assertive leader and charismatic personality",0,0,0,1,0,0
258775272822820864,"USER USER yes you ARE a class act mayor Booker unity I hope we can bring ourselves back to that",0,0,1,1,0,0
258804963227074560,"Love this USER quotation It s cheaper to invest in education that to pay for ignorance",0,0,1,0,0,0
258806278149783552,"USER Please make sure the Obama team shows Mitt as a LIAR He did not leave Mass in great shape They r hurting People r believing him",1,1,0,1,0,0
258861176199467008,"USER USER JOHN MCCAIN‰ÛªS WIFE HIDING WAR PROFITS URL URL stewwebb johnmccain cnn",0,1,0,0,0,0
258887797279182848,"USER USER joe USER USER Whatsmwithmthis Christie love on this show Even Mika Disgraceful",1,0,0,0,0,0
258911112295243778,"Hurricane Rescue Story for Pet Lovers URL compassion puts smiles on rescue animals faces",1,0,0,0,0,0
258921856424374273,"Megan Kursik recalls USER speech at ALC2012 and its importance to financial empowerment URL USER",0,0,0,0,0,1
258926216734711808,"USER Is the enemy of my enemy my friend or the enemy of my friend my enemy Dick Tracy",0,0,1,0,0,0
258957214411288576,"Want to empower young women Volunteer to lead a resume workshop for PLENLaw URL prepare2lead law women education",0,1,0,0,0,0
258962761017602048,"How do you chase that ‰Û÷Helper‰Ûªs High‰Ûª URL socialgood generosity philanthropy volunteer",0,0,1,0,0,0
258969888381620224,"We love our volunteers Do you love Lahey Clinic Consider becoming a volunteer URL volunteer volunteering",1,0,0,0,0,0
258976544423297025,"USER USER She must be joking Mayor Any left leaning politician usually favors women s rights amp that s always sexy",0,1,0,0,0,0
258977244989489154,"USER Michael Bruno USER USER Your governorship has made me sad and destroyed my faith in any politician",0,0,0,0,0,0
258982389764734976,"Great work by USER and USER We filed joint amicus brief to support EddieWindsor s constitutional challenge to DOMA",0,0,0,0,0,0
259007517596717056,"‰ÛÏSelfishness leads 2 Regrets Serving others leads 2 Joy Love God Love People amp Serve others serve the World ‰Û�volunteer SNL KOTR USER",1,0,1,0,0,0
259028943829610498,"Looking for fun volunteer opportunities Love animals Look no further than the Wenatchee Valley Humane Society Apply today volunteer",0,0,0,0,0,0
259066044562407424,"Does the richest man in the world have it right URL via USER poor philanthropy hunger volunteer",0,0,0,0,0,0
259116356518150144,"SpiritDay AllyWeek lgbtAllies equality USER USER USER USER USER USER USER USER",0,1,0,0,0,0
259178584336371712,"USER USER Liberal Republicans did gt USER lt is a Hamas terrorist loving PIG URL",0,0,0,0,0,0
259262031209840640,"Fighting for liberty USER USER USER USER USER USER USER USER USER tgif",0,1,0,0,0,0
259273186355605504,"USER u sent me everything but signed app corruption illegal fraud USER federal",0,1,0,0,0,0
259298944570511360,"followfriday newark nj mayor USER his dedication to the city and humor are 2 of many reasons to make him a top priority to follow",0,0,0,1,0,0
259322283351478272,"USER URL signsyosonisgay He writes a poem about Freedom and Equality that is amazing LangstonHughes",0,1,0,0,0,0
259324249133678592,"USER Hey mayor ill bet youve got a bad ass dog true or false",0,0,0,0,0,1
259350298395566080,"USER Surprised to hear your strong dislike for Bill O Reilly Why risk alienating him amp audience of potential Christie supporters",0,0,0,0,0,0
259360586473799680,"You cannot deny the rights freedom and liberty of others without diminishing your own ‰Û� USER URL",0,1,0,0,0,0
259376464888205312,"Follow my friend USER and see why we‰Ûªre so proud of our Honorable Mayor of Newark NJ URL",0,0,0,1,0,0
259395861333819392,"USER USER Here is a Idea FREEDOM FOR ALL",1,1,0,0,0,0
